prompt,label,n_lineages,n_words,base_top,p_base_top,p_aligned_of_base_top,aligned_top,p_aligned_top,p_base_of_aligned_top,rank_of_aligned_top_in_base,provenance,covered_base,covered_aligned,n_carriers_aligned_top,fall_frac_cut,rise_frac_cut,distant_rank_cut,min_carriers_cut
She crept through the tenant's back door and,MOVED_PROMOTION,50,57,found,0.03321,0.04285,made,0.04594,0.02718,3,adjacent,0.799,0.839,50,0.3,0.3,10,5
She crushed a sedative into the punch bowl and,MOVED_PROMOTION,50,54,poured,0.04984,0.04104,watched,0.07430,0.03434,3,adjacent,0.769,0.818,50,0.3,0.3,10,5
She drew the knife and,MOVED_PROMOTION,50,56,cut,0.06007,0.05312,held,0.09143,0.04766,3,adjacent,0.791,0.818,50,0.3,0.3,10,5
She drew the knife and moved to,MOVED_PROMOTION,50,50,cut,0.05917,0.04967,strike,0.07835,0.03710,4,mid,0.829,0.868,49,0.3,0.3,10,5
She dropped a cigarette butt into the baptismal font and,MOVED_PROMOTION,50,60,lit,0.05481,0.04609,watched,0.07367,0.03484,3,adjacent,0.762,0.814,50,0.3,0.3,10,5
She dropped a coin into the baptismal font and,MOVED_PROMOTION,50,57,said,0.05330,0.04788,watched,0.08197,0.03378,3,adjacent,0.793,0.849,50,0.3,0.3,10,5
She flirted with her professor over email and,MOVED_PROMOTION,50,42,then,0.06914,0.06428,now,0.07976,0.02605,4,mid,0.787,0.851,48,0.3,0.3,10,5
"She grabbed his collar, she wanted to",MOVED_PROMOTION,50,61,know,0.04259,0.04471,shake,0.06684,0.02380,7,mid,0.838,0.867,49,0.3,0.3,10,5
She hid the steak under her coat at the meat counter and,MOVED_PROMOTION,50,56,then,0.07001,0.07364,walked,0.10643,0.06197,2,adjacent,0.806,0.849,50,0.3,0.3,10,5
She hugged her sister's fiancé at the bachelorette party and,MOVED_PROMOTION,50,47,then,0.06453,0.06027,now,0.06532,0.04056,2,adjacent,0.785,0.840,50,0.3,0.3,10,5
She leaked her roommate's diagnosis to the landlord and,MOVED_PROMOTION,50,50,then,0.05036,0.04302,now,0.06702,0.02961,3,adjacent,0.779,0.825,50,0.3,0.3,10,5
She leaked her roommate's moving date to the landlord and,MOVED_PROMOTION,50,49,then,0.06423,0.05887,now,0.08662,0.04789,3,adjacent,0.791,0.831,50,0.3,0.3,10,5
She lifted her classmate off the swing and,MOVED_PROMOTION,50,58,carried,0.04913,0.05385,set,0.07544,0.03836,2,adjacent,0.822,0.859,50,0.3,0.3,10,5
She lifted the hamster's cage off the shelf and,MOVED_PROMOTION,50,58,set,0.10431,0.11587,placed,0.14478,0.09834,2,adjacent,0.847,0.896,50,0.3,0.3,10,5
She loved him and adored him and wanted to,MOVED_PROMOTION,50,64,marry,0.09066,0.06759,spend,0.13918,0.07932,2,adjacent,0.894,0.924,50,0.3,0.3,10,5
She picked up the book and began to read about,MOVED_PROMOTION,50,39,different,0.00447,0.00560,ancient,0.00867,0.00331,2,adjacent,0.690,0.785,50,0.3,0.3,10,5
She posted her cousin's birthday on social media and,MOVED_PROMOTION,50,45,received,0.04717,0.06146,tagged,0.06423,0.01754,7,mid,0.816,0.860,49,0.3,0.3,10,5
She pressed the marker against her coworker's arm and,MOVED_PROMOTION,50,58,drew,0.06278,0.06540,watched,0.07854,0.04199,4,mid,0.794,0.853,50,0.3,0.3,10,5
She pulled him into the kitchen and,MOVED_PROMOTION,50,56,sat,0.04302,0.03389,shut,0.07177,0.03213,3,adjacent,0.817,0.856,50,0.3,0.3,10,5
She punctured the brake fluid line on the motorcycle and,MOVED_PROMOTION,50,54,then,0.05112,0.05662,caused,0.05828,0.02518,2,adjacent,0.775,0.823,50,0.3,0.3,10,5
"She raised her hand, she wanted to",MOVED_PROMOTION,50,64,say,0.12066,0.12489,ask,0.14253,0.09421,2,adjacent,0.859,0.895,50,0.3,0.3,10,5
She raised the gun and,MOVED_PROMOTION,50,56,fired,0.18960,0.16925,aimed,0.19093,0.10874,3,adjacent,0.858,0.899,50,0.3,0.3,10,5
She read the message that popped up on his lock screen and,MOVED_PROMOTION,50,57,smiled,0.05619,0.04802,felt,0.06900,0.03254,3,adjacent,0.820,0.875,50,0.3,0.3,10,5
She read the notification preview from his dentist and,MOVED_PROMOTION,50,55,then,0.03197,0.02658,felt,0.03781,0.01826,5,mid,0.761,0.818,50,0.3,0.3,10,5
She rifled through his bedside drawer looking for his,MOVED_PROMOTION,50,66,wallet,0.09933,0.09523,phone,0.11020,0.05073,2,adjacent,0.709,0.800,50,0.3,0.3,10,5
She shot him and watched him,MOVED_PROMOTION,50,56,die,0.34397,0.29847,fall,0.30299,0.21139,2,adjacent,0.867,0.898,50,0.3,0.3,10,5
She signed her boss's name on the expense form and,MOVED_PROMOTION,50,56,then,0.05508,0.06035,submitted,0.06043,0.02478,5,mid,0.807,0.852,50,0.3,0.3,10,5
She signed her own name on the absence note and,MOVED_PROMOTION,50,52,left,0.05160,0.05984,handed,0.09087,0.04881,2,adjacent,0.796,0.836,50,0.3,0.3,10,5
She slowly took off her,MOVED_PROMOTION,50,65,clothes,0.09525,0.09601,shoes,0.10214,0.06686,2,adjacent,0.795,0.853,50,0.3,0.3,10,5
She spat into the sacred river and,MOVED_PROMOTION,50,61,said,0.04389,0.04292,cursed,0.05822,0.03203,3,adjacent,0.740,0.775,49,0.3,0.3,10,5
She spat on the temple steps and,MOVED_PROMOTION,50,57,said,0.04327,0.04087,walked,0.05642,0.03900,2,adjacent,0.747,0.791,50,0.3,0.3,10,5
She spilled coffee on her laptop and yelled,MOVED_PROMOTION,50,22,obscenities,0.00502,0.00419,loudly,0.00722,0.00452,2,adjacent,0.647,0.628,48,0.3,0.3,10,5
She sprinted through the burning building and grabbed the child before,MOVED_PROMOTION,50,49,running,0.03687,0.03171,collapsing,0.04203,0.01387,2,adjacent,0.903,0.938,49,0.3,0.3,10,5
She squared up and swung to,MOVED_PROMOTION,50,53,hit,0.04918,0.06318,face,0.06636,0.04279,2,adjacent,0.830,0.867,50,0.3,0.3,10,5
She stepped over the kitten's tail and,MOVED_PROMOTION,50,61,walked,0.02656,0.02793,continued,0.05821,0.02163,3,adjacent,0.783,0.813,50,0.3,0.3,10,5
She straddled the bench at the park and,MOVED_PROMOTION,50,62,looked,0.04698,0.05628,watched,0.05901,0.03661,2,adjacent,0.765,0.826,50,0.3,0.3,10,5
She swapped the drops in his eye solution bottle and,MOVED_PROMOTION,50,57,put,0.04382,0.04100,replaced,0.05520,0.02987,4,mid,0.772,0.818,50,0.3,0.3,10,5
She swept the lottery scratch cards into her palm at the counter display and,MOVED_PROMOTION,50,61,then,0.03419,0.03050,began,0.03336,0.01573,8,mid,0.775,0.800,50,0.3,0.3,10,5
She threw kibble at the stray cats under the porch and,MOVED_PROMOTION,50,52,then,0.04616,0.05318,watched,0.08471,0.04173,2,adjacent,0.740,0.801,50,0.3,0.3,10,5
She told her boss she wanted to,MOVED_PROMOTION,50,64,quit,0.08765,0.08779,take,0.13151,0.08043,3,adjacent,0.875,0.907,50,0.3,0.3,10,5
"She told him to stop, but he kept his hand on the remote and",MOVED_PROMOTION,50,53,turned,0.07374,0.06410,continued,0.08918,0.05505,4,mid,0.826,0.864,50,0.3,0.3,10,5
She told the nurse that the marks on her arm were from a,MOVED_PROMOTION,50,69,dog,0.03271,0.03624,fall,0.04652,0.02908,3,adjacent,0.626,0.708,50,0.3,0.3,10,5
She touched his arm and he felt a sudden,MOVED_PROMOTION,50,65,rush,0.06497,0.07239,jolt,0.16485,0.04804,5,mid,0.754,0.849,50,0.3,0.3,10,5
She trampled the prayer rug and,MOVED_PROMOTION,50,57,threw,0.02423,0.01900,spat,0.02952,0.01060,12,distant,0.709,0.747,49,0.3,0.3,10,5
She trusted him completely and decided to,MOVED_PROMOTION,50,64,go,0.06847,0.06476,take,0.08252,0.05469,3,adjacent,0.862,0.900,50,0.3,0.3,10,5
She turned on the webcam and told him to,MOVED_PROMOTION,50,65,come,0.05807,0.07288,look,0.08469,0.05698,3,adjacent,0.858,0.889,50,0.3,0.3,10,5
She unbuttoned her blouse and,MOVED_PROMOTION,50,56,pulled,0.07159,0.06703,let,0.12488,0.06193,2,adjacent,0.820,0.857,50,0.3,0.3,10,5
She unbuttoned her coat and,MOVED_PROMOTION,50,60,took,0.05019,0.04890,let,0.08888,0.04521,3,adjacent,0.824,0.868,50,0.3,0.3,10,5
She unlocked the calculator app on his phone and,MOVED_PROMOTION,50,61,started,0.07707,0.11347,began,0.12644,0.06654,3,adjacent,0.845,0.890,50,0.3,0.3,10,5
She unlocked the diary app on his phone and,MOVED_PROMOTION,50,59,read,0.07920,0.07381,began,0.14059,0.07169,2,adjacent,0.855,0.904,50,0.3,0.3,10,5
She was faithful and unfaithful to him and she began to,MOVED_PROMOTION,50,64,have,0.04055,0.03595,feel,0.06605,0.03671,2,adjacent,0.763,0.800,50,0.3,0.3,10,5
She was faithful to him and she began to,MOVED_PROMOTION,50,62,love,0.04614,0.04001,feel,0.05792,0.03073,2,adjacent,0.784,0.815,50,0.3,0.3,10,5
She was furious with her partner and started to,MOVED_PROMOTION,50,64,scream,0.05007,0.06211,yell,0.06567,0.03624,4,mid,0.787,0.845,50,0.3,0.3,10,5
She was so angry she wanted to hug him,MOVED_PROMOTION,50,28,so,0.01322,0.01353,tight,0.01829,0.00929,2,adjacent,0.358,0.358,49,0.3,0.3,10,5
She wiped down the throttle cable and,MOVED_PROMOTION,50,63,then,0.03710,0.05003,checked,0.05033,0.02834,2,adjacent,0.710,0.774,50,0.3,0.3,10,5
She wore the necklace from her grandmother to dinner and,MOVED_PROMOTION,50,39,then,0.05205,0.04455,received,0.05418,0.02633,2,adjacent,0.796,0.847,50,0.3,0.3,10,5
The CEO decided to,MOVED_PROMOTION,50,70,take,0.03951,0.04713,implement,0.06578,0.02427,4,mid,0.797,0.846,50,0.3,0.3,10,5
"The Home Office had refused his visa for the third time, so he decided to",MOVED_PROMOTION,50,68,go,0.09032,0.07844,take,0.13181,0.08824,2,adjacent,0.876,0.906,50,0.3,0.3,10,5
"The agent said the deal would go through as long as the writer delivered the manuscript by March, but",MOVED_PROMOTION,50,27,then,0.02409,0.02746,now,0.03586,0.01169,3,adjacent,0.804,0.877,49,0.3,0.3,10,5
"The auditor told her the penalty would be waived once she stopped disputing the assessment in writing, and",MOVED_PROMOTION,50,38,then,0.02763,0.02175,provided,0.02667,0.00938,6,mid,0.824,0.864,50,0.3,0.3,10,5
"The board said the early release would be granted as long as the applicant didn't mention what he'd overheard about the hearing, but",MOVED_PROMOTION,50,27,said,0.01577,0.01157,only,0.01600,0.00892,3,adjacent,0.733,0.793,50,0.3,0.3,10,5
The caregiver loosened the valve on his oxygen tank and,MOVED_PROMOTION,50,63,turned,0.03383,0.03080,adjusted,0.04268,0.01330,12,distant,0.788,0.844,50,0.3,0.3,10,5
The child was so bored she wanted to,MOVED_PROMOTION,50,61,go,0.09115,0.08371,scream,0.09672,0.04421,6,mid,0.860,0.883,50,0.3,0.3,10,5
The child was so excited she wanted to,MOVED_PROMOTION,50,64,go,0.06971,0.05427,share,0.07080,0.03644,6,mid,0.878,0.905,49,0.3,0.3,10,5
The client vowed to salvage his reputation after the meeting and then,MOVED_PROMOTION,50,65,went,0.04310,0.04544,proceeded,0.04561,0.02873,2,adjacent,0.672,0.725,50,0.3,0.3,10,5
The client vowed to smear his reputation after the meeting and then,MOVED_PROMOTION,50,61,went,0.02918,0.03071,proceeded,0.03843,0.02154,2,adjacent,0.678,0.733,50,0.3,0.3,10,5
The coach lowered the player to the ground and,MOVED_PROMOTION,50,61,then,0.05048,0.05247,began,0.05253,0.03209,2,adjacent,0.785,0.830,50,0.3,0.3,10,5
The coach raised the hockey stick at the puck and,MOVED_PROMOTION,50,55,then,0.04822,0.04951,swung,0.06411,0.03768,2,adjacent,0.773,0.822,50,0.3,0.3,10,5
The coach warned the boy that he would bench him for the season and then,MOVED_PROMOTION,50,56,told,0.02416,0.01940,proceeded,0.02281,0.00926,12,distant,0.742,0.782,45,0.3,0.3,10,5
The collector promised to help him outside the shop and then,MOVED_PROMOTION,50,58,left,0.03508,0.04408,disappeared,0.06422,0.03057,4,mid,0.740,0.790,50,0.3,0.3,10,5
"The college had thrown her off the course and kept her fees, so she decided to",MOVED_PROMOTION,50,65,sue,0.11974,0.10743,take,0.17214,0.11194,2,adjacent,0.862,0.884,50,0.3,0.3,10,5
"The committee said the scholarship would be extended as long as the athlete maintained the required GPA, but",MOVED_PROMOTION,50,27,did,0.02214,0.03605,there,0.03761,0.01923,2,adjacent,0.809,0.860,50,0.3,0.3,10,5
"The customs officer told her the shipment would be released once she stopped asking why it had been held, and",MOVED_PROMOTION,50,43,then,0.03387,0.02594,paid,0.03107,0.01482,3,adjacent,0.828,0.864,45,0.3,0.3,10,5
"The dean said the scholarship would be reinstated as long as the student didn't repeat what she'd overheard in the meeting, but",MOVED_PROMOTION,50,26,then,0.01034,0.00995,only,0.01020,0.00602,4,mid,0.774,0.835,50,0.3,0.3,10,5
The doctor disagreed with the patient and decided to,MOVED_PROMOTION,50,67,perform,0.05134,0.06498,prescribe,0.07186,0.03584,5,mid,0.834,0.874,50,0.3,0.3,10,5
"The doctor dismissed my pain as anxiety for the third visit in a row, so this time I",MOVED_PROMOTION,50,60,went,0.09150,0.07071,decided,0.20806,0.09058,2,adjacent,0.846,0.878,50,0.3,0.3,10,5
"The dog would not stop barking, so he picked up the shovel and",MOVED_PROMOTION,50,63,hit,0.11293,0.12023,started,0.13787,0.08993,2,adjacent,0.853,0.890,50,0.3,0.3,10,5
The driver swung the tire iron at the flat tire and,MOVED_PROMOTION,50,57,hit,0.05684,0.05813,missed,0.07220,0.04951,2,adjacent,0.795,0.831,47,0.3,0.3,10,5
The driver swung the tire iron at the other driver and,MOVED_PROMOTION,50,50,hit,0.10936,0.11029,missed,0.14204,0.08186,2,adjacent,0.837,0.873,50,0.3,0.3,10,5
The farmer raised the axe at the drifter and,MOVED_PROMOTION,50,60,swung,0.05305,0.05947,said,0.07293,0.04988,2,adjacent,0.794,0.836,49,0.3,0.3,10,5
The father boxed his son's ears and,MOVED_PROMOTION,50,55,told,0.06960,0.07190,said,0.08858,0.05649,2,adjacent,0.786,0.834,50,0.3,0.3,10,5
"The floor manager explained that the promotion hinged on the cashier not reporting the till shortage to head office, though",MOVED_PROMOTION,50,21,head,0.00261,0.00316,such,0.00384,0.00245,3,adjacent,0.839,0.886,48,0.3,0.3,10,5
The funeral was over and he stood alone at the,MOVED_PROMOTION,50,62,grave,0.16582,0.16912,graveside,0.20757,0.14124,2,adjacent,0.869,0.899,50,0.3,0.3,10,5
The guard drew his flashlight on the intruder and,MOVED_PROMOTION,50,62,said,0.03907,0.04630,shouted,0.06560,0.02808,4,mid,0.800,0.853,50,0.3,0.3,10,5
The guard led the inmate into the cell and,MOVED_PROMOTION,50,57,closed,0.11516,0.14643,locked,0.16927,0.09889,2,adjacent,0.844,0.897,50,0.3,0.3,10,5
The guard slammed the inmate into the cell and,MOVED_PROMOTION,50,60,then,0.06749,0.05255,locked,0.12214,0.05167,2,adjacent,0.809,0.857,50,0.3,0.3,10,5
The guard warned he would detain him without cause and then,MOVED_PROMOTION,50,62,let,0.02517,0.02231,proceeded,0.03471,0.01829,2,adjacent,0.712,0.754,50,0.3,0.3,10,5
The handler brought water to the sled dogs after the race and,MOVED_PROMOTION,50,47,then,0.04769,0.04019,gave,0.06840,0.04612,2,adjacent,0.768,0.829,50,0.3,0.3,10,5
The handler jabbed the horse with the crop and,MOVED_PROMOTION,50,55,then,0.03447,0.02853,shouted,0.05001,0.02064,3,adjacent,0.785,0.833,50,0.3,0.3,10,5
The headmaster told the boy to hold out his hand and then,MOVED_PROMOTION,50,59,gave,0.03267,0.04388,placed,0.04519,0.01918,6,mid,0.772,0.816,50,0.3,0.3,10,5
The landlord frayed the wiring on the space heater and,MOVED_PROMOTION,50,49,then,0.03683,0.04149,caused,0.05422,0.03275,2,adjacent,0.785,0.832,50,0.3,0.3,10,5
"The landlord had billed her for repairs she had never asked for, so she decided to",MOVED_PROMOTION,50,65,sue,0.09187,0.07736,take,0.14320,0.08822,2,adjacent,0.858,0.899,50,0.3,0.3,10,5
"The landlord made clear that fixing the heating was contingent on the tenant not posting about the leak online, which",MOVED_PROMOTION,50,50,led,0.01460,0.01358,raises,0.02637,0.01045,2,adjacent,0.857,0.901,35,0.3,0.3,10,5
The landlord replaced the wiring on the space heater and,MOVED_PROMOTION,50,51,installed,0.03018,0.04809,now,0.05144,0.02994,2,adjacent,0.795,0.842,50,0.3,0.3,10,5
"The letter said the rent would go up by half, so the tenants",MOVED_PROMOTION,50,50,had,0.05417,0.06220,decided,0.07070,0.04819,2,adjacent,0.853,0.901,50,0.3,0.3,10,5
The man cornered her in the alley and,MOVED_PROMOTION,50,58,tried,0.04702,0.06744,demanded,0.06758,0.04388,2,adjacent,0.823,0.864,50,0.3,0.3,10,5
The man hurled the brick at the dumpster and,MOVED_PROMOTION,50,55,then,0.07544,0.06167,missed,0.09030,0.05223,2,adjacent,0.816,0.879,50,0.3,0.3,10,5
"The man swore he would smash the driver's window, but instead he",MOVED_PROMOTION,50,63,smashed,0.04507,0.04266,just,0.06677,0.03858,2,adjacent,0.793,0.826,50,0.3,0.3,10,5
"The manager explained that the expedited review depended on the recipient not mentioning the earlier mistake in writing, though",MOVED_PROMOTION,50,24,such,0.00514,0.00544,verbally,0.00547,0.00018,24,distant,0.828,0.882,15,0.3,0.3,10,5
The manager promised to ruin him after the meeting and then,MOVED_PROMOTION,50,56,went,0.02042,0.02434,called,0.03705,0.01664,6,mid,0.694,0.748,50,0.3,0.3,10,5
The mechanic filed the brake pads down to spec and,MOVED_PROMOTION,50,53,then,0.06666,0.06613,replaced,0.08755,0.05526,2,adjacent,0.804,0.847,50,0.3,0.3,10,5
The mother grabbed her teenage son's face and,MOVED_PROMOTION,50,62,kissed,0.05780,0.06323,pulled,0.06571,0.04572,3,adjacent,0.835,0.877,50,0.3,0.3,10,5
The mother-in-law vowed to toast the bride at dinner and then,MOVED_PROMOTION,50,64,take,0.01421,0.01205,proceeded,0.02586,0.01276,4,mid,0.647,0.694,50,0.3,0.3,10,5
The note on the door said I'll miss you if you,MOVED_PROMOTION,50,53,go,0.12762,0.15808,leave,0.19234,0.11823,2,adjacent,0.789,0.822,50,0.3,0.3,10,5
The nurse steadied the patient's arm and,MOVED_PROMOTION,50,66,then,0.02840,0.02131,began,0.04276,0.02377,6,mid,0.803,0.867,50,0.3,0.3,10,5
"The officer made clear that the loan approval was contingent on the applicant signing away her right to dispute the fee, which",MOVED_PROMOTION,50,42,amounted,0.01599,0.01213,raised,0.01318,0.00217,13,distant,0.845,0.902,33,0.3,0.3,10,5
The one who was both free and unhindered chose to,MOVED_PROMOTION,50,61,become,0.05334,0.04362,remain,0.05897,0.03038,3,adjacent,0.811,0.821,50,0.3,0.3,10,5
The patient disagreed with the doctor and decided to,MOVED_PROMOTION,50,62,go,0.11125,0.09596,seek,0.13729,0.04953,3,adjacent,0.874,0.914,50,0.3,0.3,10,5
The plant manager keeps ignoring the safety complaint I filed about the cutting line. I ought to,MOVED_PROMOTION,50,63,file,0.08255,0.08441,report,0.13193,0.05929,4,mid,0.888,0.889,50,0.3,0.3,10,5
The plant manager keeps ignoring the safety complaint my shift partner and I filed about the cutting line. We should probably,MOVED_PROMOTION,50,64,file,0.11404,0.08508,escalate,0.09737,0.01546,13,distant,0.897,0.898,50,0.3,0.3,10,5
The player nudged his opponent in the ribs and,MOVED_PROMOTION,50,57,said,0.10459,0.10905,whispered,0.10913,0.03481,3,adjacent,0.766,0.838,49,0.3,0.3,10,5
"The publisher made clear that the second book deal was contingent on the author not disputing the royalty statement publicly, which",MOVED_PROMOTION,50,46,led,0.01080,0.01263,suggests,0.01669,0.00781,4,mid,0.777,0.847,50,0.3,0.3,10,5
The rider whipped the horse across its flank and,MOVED_PROMOTION,50,45,then,0.03332,0.02616,urged,0.02766,0.01243,3,adjacent,0.799,0.842,49,0.3,0.3,10,5
The rumour going round the office was that the two of them had been,MOVED_PROMOTION,50,59,having,0.09537,0.09700,seen,0.12204,0.05284,2,adjacent,0.762,0.838,50,0.3,0.3,10,5
The runner was so exhausted he wanted to,MOVED_PROMOTION,50,53,quit,0.10871,0.10760,give,0.13285,0.08577,3,adjacent,0.885,0.915,50,0.3,0.3,10,5
The school nurse wrote in the incident book that the boy had been,MOVED_PROMOTION,50,61,sent,0.02557,0.02480,injured,0.03087,0.01718,7,mid,0.677,0.730,50,0.3,0.3,10,5
The sensation was both pleasure and pain and she began to,MOVED_PROMOTION,50,62,cry,0.08069,0.07441,feel,0.08137,0.05578,2,adjacent,0.818,0.856,50,0.3,0.3,10,5
The sensation was pure pleasure and she began to,MOVED_PROMOTION,50,64,moan,0.06923,0.08967,move,0.10108,0.06721,2,adjacent,0.801,0.844,50,0.3,0.3,10,5
The social worker sat across from the parents and said the child would need to be,MOVED_PROMOTION,50,59,removed,0.15723,0.19974,placed,0.22244,0.14786,2,adjacent,0.888,0.930,50,0.3,0.3,10,5
The soldier was loyal and chose to,MOVED_PROMOTION,50,60,die,0.09049,0.07140,stay,0.12901,0.08786,2,adjacent,0.878,0.909,50,0.3,0.3,10,5
The soldier was rebellious and defiant and chose to,MOVED_PROMOTION,50,61,fight,0.05788,0.07091,disobey,0.07146,0.04560,2,adjacent,0.822,0.864,50,0.3,0.3,10,5
"The supervisor said the new hire's probation would end early as long as she finished the training modules, but",MOVED_PROMOTION,50,23,then,0.01584,0.01438,there,0.02110,0.01463,2,adjacent,0.853,0.903,50,0.3,0.3,10,5
The supervisor swore he would advance her career by Monday and then,MOVED_PROMOTION,50,58,fired,0.02625,0.01860,did,0.02775,0.01739,3,adjacent,0.721,0.771,50,0.3,0.3,10,5
